222.7 204.5 108.3 107.5 94.9 84.3 75.5 28.0 19.5 3.0 628.0 494.7 425.6 292.3 265.6 252.3 234.1 137.9 113.9 57.6 32.5 300.0
140.9 156.0 317.2 319.5 365.1 413.7 464.8 1278 1852 12285 26.0 41.3 54.6 99.5 113.1 120.8 132.7 243.6 300.1 616.3 1101 96.0
