interval 0.433472   current 14668.827097   old_charge 452856280   old_soc 99.999981   new_charge 104583186   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 452989800   old_soc 99.999981   new_charge 104584889   new_soc 99.999996
interval 0.011694   current 14668.827097   old_charge 452991322   old_soc 99.999981   new_charge 104588481   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 452994924   old_soc 99.999981   new_charge 104590153   new_soc 99.999996
interval 0.011718   current 14668.827097   old_charge 452996457   old_soc 99.999981   new_charge 104593767   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453000066   old_soc 99.999981   new_charge 104595471   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 453001588   old_soc 99.999981   new_charge 104598978   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 453005173   old_soc 99.999981   new_charge 104600651   new_soc 99.999996
interval 0.011668   current 14668.827097   old_charge 453006706   old_soc 99.999981   new_charge 104604320   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453010300   old_soc 99.999981   new_charge 104606024   new_soc 99.999996
interval 0.011688   current 14668.827097   old_charge 453011822   old_soc 99.999981   new_charge 104609675   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 453015422   old_soc 99.999981   new_charge 104611347   new_soc 99.999996
interval 0.011718   current 14668.827097   old_charge 453016955   old_soc 99.999981   new_charge 104614961   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453020565   old_soc 99.999981   new_charge 104616665   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 453022087   old_soc 99.999981   new_charge 104620172   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 453025672   old_soc 99.999981   new_charge 104621845   new_soc 99.999996
interval 0.011668   current 14668.827097   old_charge 453027204   old_soc 99.999981   new_charge 104625514   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453030798   old_soc 99.999981   new_charge 104627218   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 453032321   old_soc 99.999981   new_charge 104630725   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 453035905   old_soc 99.999981   new_charge 104632398   new_soc 99.999996
interval 0.049136   current 14668.827097   old_charge 453037438   old_soc 99.999981   new_charge 104647531   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453052573   old_soc 99.999981   new_charge 104649235   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 453054096   old_soc 99.999981   new_charge 104652742   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 453057680   old_soc 99.999981   new_charge 104654415   new_soc 99.999996
interval 0.158988   current 14668.827097   old_charge 453059213   old_soc 99.999981   new_charge 104703389   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453108185   old_soc 99.999981   new_charge 104705093   new_soc 99.999996
interval 0.018782   current 14668.827097   old_charge 453109708   old_soc 99.999981   new_charge 104710923   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 453115493   old_soc 99.999981   new_charge 104712595   new_soc 99.999996
interval 0.202940   current 14668.827097   old_charge 453117026   old_soc 99.999981   new_charge 104775110   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453179536   old_soc 99.999981   new_charge 104776814   new_soc 99.999996
interval 0.023726   current 14668.827097   old_charge 453181059   old_soc 99.999981   new_charge 104784096   new_soc 99.999996
interval 288.883595   current 24.990176   old_charge 453188367   old_soc 99.999981   new_charge 104934550   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453334022   old_soc 99.999981   new_charge 104936255   new_soc 99.999996
interval 0.017284   current 14668.827097   old_charge 453335544   old_soc 99.999981   new_charge 104941576   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453340868   old_soc 99.999981   new_charge 104943280   new_soc 99.999996
interval 0.112272   current 14668.827097   old_charge 453342391   old_soc 99.999981   new_charge 104977864   new_soc 99.999996
interval 210.748935   current 24.990176   old_charge 453376973   old_soc 99.999981   new_charge 105087624   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453483231   old_soc 99.999981   new_charge 105089328   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 453484754   old_soc 99.999981   new_charge 105094570   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453489994   old_soc 99.999981   new_charge 105096275   new_soc 99.999996
interval 0.085936   current 14668.827097   old_charge 453491517   old_soc 99.999981   new_charge 105122738   new_soc 99.999996
interval 149.908325   current 24.990176   old_charge 453517987   old_soc 99.999981   new_charge 105200811   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453593569   old_soc 99.999981   new_charge 105202516   new_soc 99.999996
interval 0.050970   current 14668.827097   old_charge 453595091   old_soc 99.999981   new_charge 105218196   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453610791   old_soc 99.999981   new_charge 105219901   new_soc 99.999996
interval 0.029332   current 14668.827097   old_charge 453612314   old_soc 99.999981   new_charge 105228967   new_soc 99.999996
interval 49.642570   current 24.990176   old_charge 453621349   old_soc 99.999981   new_charge 105254821   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453646378   old_soc 99.999981   new_charge 105256526   new_soc 99.999996
interval 0.019934   current 14668.827097   old_charge 453647900   old_soc 99.999981   new_charge 105262633   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453654040   old_soc 99.999981   new_charge 105264339   new_soc 99.999996
interval 0.112566   current 14668.827097   old_charge 453655562   old_soc 99.999981   new_charge 105299005   new_soc 99.999996
interval 200.058467   current 24.990176   old_charge 453690235   old_soc 99.999981   new_charge 105403194   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453791101   old_soc 99.999981   new_charge 105404899   new_soc 99.999996
interval 0.017014   current 14668.827097   old_charge 453792623   old_soc 99.999981   new_charge 105410141   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453797864   old_soc 99.999981   new_charge 105411846   new_soc 99.999996
interval 0.112372   current 14668.827097   old_charge 453799386   old_soc 99.999981   new_charge 105446466   new_soc 99.999996
interval 200.931721   current 24.990176   old_charge 453833999   old_soc 99.999981   new_charge 105551109   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453935304   old_soc 99.999981   new_charge 105552814   new_soc 99.999996
interval 0.017234   current 14668.827097   old_charge 453936826   old_soc 99.999981   new_charge 105558077   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 453942135   old_soc 99.999981   new_charge 105559783   new_soc 99.999996
interval 0.089556   current 14668.827097   old_charge 453943657   old_soc 99.999981   new_charge 105587381   new_soc 99.999996
interval 168.189432   current 24.990176   old_charge 453971242   old_soc 99.999981   new_charge 105674971   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454056038   old_soc 99.999981   new_charge 105676645   new_soc 99.999996
interval 0.010406   current 14668.827097   old_charge 454057571   old_soc 99.999981   new_charge 105679755   new_soc 99.999996
interval 0.004908   current 14668.827097   old_charge 454060776   old_soc 99.999981   new_charge 105681282   new_soc 99.999996
interval 0.009976   current 14668.827097   old_charge 454062288   old_soc 99.999981   new_charge 105684363   new_soc 99.999996
interval 0.269522   current 14668.827097   old_charge 454065361   old_soc 99.999981   new_charge 105767390   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454148380   old_soc 99.999981   new_charge 105769097   new_soc 99.999996
interval 0.012192   current 14668.827097   old_charge 454149902   old_soc 99.999981   new_charge 105772878   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454153658   old_soc 99.999981   new_charge 105774552   new_soc 99.999996
interval 0.112542   current 14668.827097   old_charge 454155191   old_soc 99.999981   new_charge 105809224   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454189856   old_soc 99.999981   new_charge 105810930   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 454191379   old_soc 99.999981   new_charge 105814436   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454194963   old_soc 99.999981   new_charge 105816111   new_soc 99.999996
interval 0.079744   current 14668.827097   old_charge 454196496   old_soc 99.999981   new_charge 105840668   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454221059   old_soc 99.999981   new_charge 105842375   new_soc 99.999996
interval 0.012136   current 14668.827097   old_charge 454222581   old_soc 99.999981   new_charge 105846053   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454226320   old_soc 99.999981   new_charge 105847728   new_soc 99.999996
interval 0.130652   current 14668.827097   old_charge 454227852   old_soc 99.999981   new_charge 105887978   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454268096   old_soc 99.999981   new_charge 105889685   new_soc 99.999996
interval 0.012136   current 14668.827097   old_charge 454269619   old_soc 99.999981   new_charge 105893363   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454273357   old_soc 99.999981   new_charge 105895038   new_soc 99.999996
interval 0.011668   current 14668.827097   old_charge 454274890   old_soc 99.999981   new_charge 105898709   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454278484   old_soc 99.999981   new_charge 105900415   new_soc 99.999996
interval 0.011638   current 14668.827097   old_charge 454280006   old_soc 99.999981   new_charge 105903921   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454283591   old_soc 99.999981   new_charge 105905596   new_soc 99.999996
interval 0.187518   current 14668.827097   old_charge 454285123   old_soc 99.999981   new_charge 105963360   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454342884   old_soc 99.999981   new_charge 105965067   new_soc 99.999996
interval 0.011688   current 14668.827097   old_charge 454344406   old_soc 99.999981   new_charge 105968718   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454348006   old_soc 99.999981   new_charge 105970393   new_soc 99.999996
interval 0.011668   current 14668.827097   old_charge 454349539   old_soc 99.999981   new_charge 105974063   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454353133   old_soc 99.999981   new_charge 105975770   new_soc 99.999996
interval 0.019300   current 14668.827097   old_charge 454354655   old_soc 99.999981   new_charge 105981717   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 454360600   old_soc 99.999981   new_charge 105983392   new_soc 99.999996
interval 0.105956   current 14668.827097   old_charge 454362133   old_soc 99.999981   new_charge 106016040   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 454394770   old_soc 99.999981   new_charge 106017747   new_soc 99.999996
interval 0.116614   current 14668.827097   old_charge 454396292   old_soc 99.999981   new_charge 106053670   new_soc 99.999996
